Time x y z alpha beta gamma 
0,6.396148,1.6,-17.79787,0,168.1855,0
0,6.396148,1.6,-17.79787,359.4,170.2855,-1.000571E-08
0.02,6.396148,1.6,-17.79787,346.8783,230.7056,-1.314995E-06
0.0338996,6.396148,1.6,-17.79787,346.8783,230.7056,0
0.0438941,6.396148,1.6,-17.79787,346.8783,230.7056,0
0.0699198,6.396148,1.6,-17.79787,346.8783,230.7056,0
0.0920108,6.396148,1.6,-17.79787,346.8783,230.7056,0
0.1149173,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.1364222,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.1569787,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.1764614,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.1955349,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.2046143,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.2244427,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.244458,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.2644449,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.2850801,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.3051361,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.3247206,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.3444489,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.3647766,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.3845628,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.404328,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.4247141,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.444503,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.4645358,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
0.4843641,6.396148,1.6,-17.79787,346.8783,230.7056,-4.383317E-07
